Cell Line;Collection Date;Created By Name;Experiment #;Freezerworks ID;Globally Unique Sample ID;Lab Member;Notes;Number of Aliquots Total;Number of Aliquots with Positions;Passage Number;Result;Sample Creation Date;Sample Creation Time;Sample Modification Date;Sample Modification Time;Sample Modified By;Sample Type;Source;Subject ID;Total Current Amount;Aliquot Modification Date;Aliquot Modification Time;Aliquot Modified By;Aliquot Notes;Aliquot Number;Aliquot Type;Aliquot/SubA Passage#;Aliquots Creation Date;Current Amount;Disposition;Freezer Alias;Freezer Name;Freezer Section;Globally Unique Aliquot ID;Initial Amount;Lab Member (sub-aliquots);Parent Aliquot ID;Position 1;Position 2;Position 3;Position 4;Position 5;Thaws;Unique Aliquot ID;Transaction Activity;Transaction Creation Date;Transaction Date;Transaction Notes;Transaction Time;Transaction User Name;Sample Notes
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;9/24/2018;13:20:45;;Freeze back on 2-2-18 from previous thaw.;13;Cells;7;2/14/2018;;Used;;;;SQZ100505A;;DMR;100270;;;;;;0;100505;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;6/20/2019;14:17:47;;Freeze back on 2-2-18 from previous thaw. Checked out by DMR on 4-15-19.;10;Cells;6;2/14/2018;;Used;;;;SQZ100506A;;DMR;100279;;;;;;0;100506;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;1/28/2019;11:00:58;;Freeze back on 2-2-18 from previous thaw. Thawed by DMR on 1-14-19.;11;Cells;6;2/14/2018;;Used;;;;SQZ100507A;;DMR;100279;;;;;;0;100507;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;9/24/2018;13:20:00;;Freeze back on 2-2-18 from previous thaw.;12;Cells;6;2/14/2018;;Used;;;;SQZ100508A;;DMR;100279;;;;;;0;100508;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
MM134-WNT3A;2/23/2018;drao;;100087;SQZ100087;;;12;7;8;;3/2/2018;16:55:47;;;;;Sikora Lab;;0;4/26/2019;09:11:19;;Thawed by DMR on 4-18-19.;1;Cells;8;3/2/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100509A;;DMR;0;1;C;9;5;;0;100509;;;;;;;RF made these cell lines. They are MM134 that overexpress WNT3A, Blasticidin is used for selection.
MM134-WNT3A;2/23/2018;drao;;100087;SQZ100087;;;12;7;8;;3/2/2018;16:55:47;;;;;Sikora Lab;;0;4/18/2019;13:04:44;;Thawed by DMR on 4-15-19. ***CONTAMINATED AFTER THAW***;2;Cells;8;3/2/2018;;Used;;;;SQZ100510A;;DMR;0;;;;;;0;100510;;;;;;;RF made these cell lines. They are MM134 that overexpress WNT3A, Blasticidin is used for selection.
MM134-WNT3A;2/23/2018;drao;;100087;SQZ100087;;;12;7;8;;3/2/2018;16:55:47;;;;;Sikora Lab;;0;4/15/2019;10:13:08;;Thawed by DMR on 4-11-19. ***CONTAMINATED AFTER THAW***;3;Cells;8;3/2/2018;;Used;;;;SQZ100511A;;DMR;0;;;;;;0;100511;;;;;;;RF made these cell lines. They are MM134 that overexpress WNT3A, Blasticidin is used for selection.
MM134-WNT3A;2/23/2018;drao;;100087;SQZ100087;;;12;7;8;;3/2/2018;16:55:47;;;;;Sikora Lab;;0;3/18/2019;07:22:36;;Thawed by DMR on 2-26-19.;4;Cells;8;3/2/2018;;Used;;;;SQZ100512A;;DMR;0;;;;;;0;100512;;;;;;;RF made these cell lines. They are MM134 that overexpress WNT3A, Blasticidin is used for selection.
MM134-WNT3A;2/23/2018;drao;;100087;SQZ100087;;;12;7;8;;3/2/2018;16:55:47;;;;;Sikora Lab;;0;2/25/2019;15:49:39;;Checked out by DMR on 12-11-18.;5;Cells;8;3/2/2018;;Used;;;;SQZ100513A;;DMR;0;;;;;;0;100513;;;;;;;RF made these cell lines. They are MM134 that overexpress WNT3A, Blasticidin is used for selection.
MM134-WNT3A;2/23/2018;drao;;100087;SQZ100087;;;12;7;8;;3/2/2018;16:55:47;;;;;Sikora Lab;;0;9/24/2018;13:22:44;;Checkout by DMR on 5/30/18;6;Cells;8;3/2/2018;;Used;;;;SQZ100514A;;DMR;0;;;;;;0;100514;;;;;;;RF made these cell lines. They are MM134 that overexpress WNT3A, Blasticidin is used for selection.
MM134-WNT4;2/23/2018;drao;;100088;SQZ100088;;;12;7;8;;3/2/2018;16:58:29;;;;;Sikora Lab;;0;4/26/2019;09:10:57;;Thawed by DMR on 4-18-19.;1;Cells;8;3/2/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100515A;;DMR;0;1;C;9;6;;0;100515;;;;;;;RF made these lines. They are MM134 that overexpress WNT4. Blasticidin is used for selection.
MM134-WNT4;2/23/2018;drao;;100088;SQZ100088;;;12;7;8;;3/2/2018;16:58:29;;;;;Sikora Lab;;0;4/18/2019;13:04:14;;Thawed by DMR on 4-15-19. ***CONTAMINATED AFTER THAW***;2;Cells;8;3/2/2018;;Used;;;;SQZ100516A;;DMR;0;;;;;;0;100516;;;;;;;RF made these lines. They are MM134 that overexpress WNT4. Blasticidin is used for selection.
MM134-WNT4;2/23/2018;drao;;100088;SQZ100088;;;12;7;8;;3/2/2018;16:58:29;;;;;Sikora Lab;;0;4/15/2019;10:13:41;;Thawed by DMR on 4-11-19. ***CONTAMINATED AFTER THAW***;3;Cells;8;3/2/2018;;Used;;;;SQZ100517A;;DMR;0;;;;;;0;100517;;;;;;;RF made these lines. They are MM134 that overexpress WNT4. Blasticidin is used for selection.
MM134-WNT4;2/23/2018;drao;;100088;SQZ100088;;;12;7;8;;3/2/2018;16:58:29;;;;;Sikora Lab;;0;3/18/2019;07:22:54;;Thawed by DMR on 2-26-19.;4;Cells;8;3/2/2018;;Used;;;;SQZ100518A;;DMR;0;;;;;;0;100518;;;;;;;RF made these lines. They are MM134 that overexpress WNT4. Blasticidin is used for selection.
MM134-WNT4;2/23/2018;drao;;100088;SQZ100088;;;12;7;8;;3/2/2018;16:58:29;;;;;Sikora Lab;;0;2/25/2019;15:50:03;;Checked out by DMR on 12-11-18.;5;Cells;8;3/2/2018;;Used;;;;SQZ100519A;;DMR;0;;;;;;0;100519;;;;;;;RF made these lines. They are MM134 that overexpress WNT4. Blasticidin is used for selection.
MM134-WNT4;2/23/2018;drao;;100088;SQZ100088;;;12;7;8;;3/2/2018;16:58:29;;;;;Sikora Lab;;0;9/24/2018;13:23:02;;Checked out by DMR on 5/30/18.;6;Cells;8;3/2/2018;;Used;;;;SQZ100520A;;DMR;0;;;;;;0;100520;;;;;;;RF made these lines. They are MM134 that overexpress WNT4. Blasticidin is used for selection.
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;5/18/2018;14:31:34;;Frozen back from previous thaw on 2-2-18;6;Cells;9;5/18/2018;;In Storage;;;;SQZ100521A;;DMR;0;;;;;;0;100521;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;1/14/2019;08:25:39;;Freeze back on 2-2-18 from previous thaw. Thawed by DMR on 10-22-18.;7;Cells;9;5/18/2018;;Used;;;;SQZ100522A;;DMR;100400;;;;;;0;100522;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Froze back on 5/11/18 from previous thaw.;13;Cells;9;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100523A;;DMR;100508;1;D;1;1;;0;100523;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Froze back on 5/11/18 from previous thaw.;14;Cells;9;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100524A;;DMR;100508;1;D;1;2;;0;100524;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Froze back on 5/11/18 from previous thaw.;15;Cells;9;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100525A;;DMR;100508;1;D;1;3;;0;100525;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Froze back on 5/11/18 from previous thaw.;16;Cells;9;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100526A;;DMR;100508;1;D;1;4;;0;100526;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080;7/30/2017;drao;;100052;SQZ100052;;;20;14;P3;;8/29/2017;10:58:46;;;;;Virshup/Singapore;;0;1/14/2019;08:24:10;;Froze back on 5/11/18 from previous thaw.;17;Cells;9;5/18/2018;;Used;;;;SQZ100527A;;DMR;100508;;;;;;0;100527;;;;;;;These cells were split and frozen down from a vial originally obtained from the Virshup laboratory.
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;14;Cells;10;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100528A;;DMR;100505;1;D;1;6;;0;100528;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;15;Cells;10;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100529A;;DMR;100505;1;D;1;7;;0;100529;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;16;Cells;10;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100530A;;DMR;100505;1;D;1;8;;0;100530;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;6/20/2019;14:18:16;;Freeze back on 5-11-18 from previous thaw. Thawed by DMR on 4-9-19.;17;Cells;10;5/18/2018;;Used;;;;SQZ100531A;;DMR;100505;;;;;;0;100531;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;8/11/2017;drao;;100051;SQZ100051;;;21;15;P4;;8/29/2017;10:53:09;;;;;Virshup/Singapore;;0;1/14/2019;08:24:31;;Freeze back on 5-11-18 from previous thaw.;18;Cells;10;5/18/2018;;Used;;;;SQZ100532A;;DMR;100505;;;;;;0;100532;;;;;;;These were split and frozen down from an original vial from Virshup. The passage number refers to how many times it has been passeged by the Sikora Lab.For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080+WNT3A;10/6/2017;drao;;100082;SQZ100082;;;13;8;6;;1/3/2018;11:44:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;6;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100533A;;DMR;100502;1;D;2;2;;0;100533;;;;;;;
HT1080+WNT3A;10/6/2017;drao;;100082;SQZ100082;;;13;8;6;;1/3/2018;11:44:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;7;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100534A;;DMR;100502;1;D;2;3;;0;100534;;;;;;;
HT1080+WNT3A;10/6/2017;drao;;100082;SQZ100082;;;13;8;6;;1/3/2018;11:44:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;8;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100535A;;DMR;100502;1;D;2;4;;0;100535;;;;;;;
HT1080+WNT3A;10/6/2017;drao;;100082;SQZ100082;;;13;8;6;;1/3/2018;11:44:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;9;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100536A;;DMR;100502;1;D;2;5;;0;100536;;;;;;;
HT1080+WNT3A;10/6/2017;drao;;100082;SQZ100082;;;13;8;6;;1/3/2018;11:44:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;10;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100537A;;DMR;100502;1;D;2;6;;0;100537;;;;;;;
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;8;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100538A;;DMR;100493;1;D;2;7;;0;100538;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;9;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100539A;;DMR;100493;1;D;2;8;;0;100539;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;10;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100540A;;DMR;100493;1;D;2;9;;0;100540;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;11;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100541A;;DMR;100493;1;D;3;1;;0;100541;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/6/2017;drao;;100079;SQZ100079;;;15;8;6;;1/3/2018;11:38:50;;;;;Sikora Lab;;0;6/20/2019;14:18:35;;Freeze back on 5-11-18 from previous thaw. Checked out by DMR on 4-9-19.;12;Cells;12;5/18/2018;;Used;;;;SQZ100542A;;DMR;100493;;;;;;0;100542;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080+WNT4;10/6/2017;drao;;100081;SQZ100081;;;13;7;6;;1/3/2018;11:41:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;6;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100543A;;DMR;100499;1;D;3;3;;0;100543;;;;;;;
HT1080+WNT4;10/6/2017;drao;;100081;SQZ100081;;;13;7;6;;1/3/2018;11:41:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;7;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100544A;;DMR;100499;1;D;3;4;;0;100544;;;;;;;
HT1080+WNT4;10/6/2017;drao;;100081;SQZ100081;;;13;7;6;;1/3/2018;11:41:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;8;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100545A;;DMR;100499;1;D;3;5;;0;100545;;;;;;;
HT1080+WNT4;10/6/2017;drao;;100081;SQZ100081;;;13;7;6;;1/3/2018;11:41:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;9;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100546A;;DMR;100499;1;D;3;6;;0;100546;;;;;;;
HT1080+WNT4;10/6/2017;drao;;100081;SQZ100081;;;13;7;6;;1/3/2018;11:41:39;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;10;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100547A;;DMR;100499;1;D;3;7;;0;100547;;;;;;;
HT1080-A11+WNT4;10/6/2017;drao;;100080;SQZ100080;;;13;6;6;;1/3/2018;11:39:57;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;6;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100548A;;DMR;100494;1;D;3;8;;0;100548;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/6/2017;drao;;100080;SQZ100080;;;13;6;6;;1/3/2018;11:39:57;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;7;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100549A;;DMR;100494;1;D;3;9;;0;100549;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/6/2017;drao;;100080;SQZ100080;;;13;6;6;;1/3/2018;11:39:57;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;8;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100550A;;DMR;100494;1;D;4;1;;0;100550;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/6/2017;drao;;100080;SQZ100080;;;13;6;6;;1/3/2018;11:39:57;;;;;Sikora Lab;;0;00/00/00;00:00:00;;Freeze back on 5-11-18 from previous thaw.;9;Cells;12;5/18/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100551A;;DMR;100494;1;D;4;2;;0;100551;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/6/2017;drao;;100080;SQZ100080;;;13;6;6;;1/3/2018;11:39:57;;;;;Sikora Lab;;0;6/20/2019;14:18:53;;Freeze back on 5-11-18 from previous thaw. Checked out by DMR on 4-9-19.;10;Cells;12;5/18/2018;;Used;;;;SQZ100552A;;DMR;100494;;;;;;0;100552;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
MDA-MB-231;6/21/2018;drao;;100089;SQZ100089;;;10;9;1;;6/21/2018;09:35:59;;;;;ATCC;;0;00/00/00;00:00:00;;Original vial from ATCC.;1;Cells;1;6/21/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100553A;;DMR;0;4;J;2;9;;0;100553;;;;;;;ATCC HTB-26. From ATCC "Mammary gland/breast, derived from metastatic site. Growth media is L-15+10%FBS." *Two vials sent with purchase (?)Lot: 70000792
MDA-MB-231;6/21/2018;drao;;100089;SQZ100089;;;10;9;1;;6/21/2018;09:35:59;;;;;ATCC;;0;9/28/2018;14:00:45;;;2;Cells;p1;7/10/2018;;Used;;;;SQZ100554A;;ATCC;0;;;;;;0;100554;;;;;;;ATCC HTB-26. From ATCC "Mammary gland/breast, derived from metastatic site. Growth media is L-15+10%FBS." *Two vials sent with purchase (?)Lot: 70000792
RL95-2;6/21/2018;ADMIN;;100090;SQZ100090;;;5;4;p1;;7/10/2018;12:03:56;;;;;ATCC;;0;11/1/2018;16:08:55;;;1;Cells;p1;7/10/2018;;Used;;;;SQZ100555A;;ATCC;0;;;;;;0;100555;;;;;;;RL95-2 (ATCC CRL-1971); endometrial cancerLot: 62130010
MM134-WNT3A;7/13/2018;drao;;100091;SQZ100091;;;5;5;17;;7/23/2018;07:44:36;;;;;Sikora Lab;;0;9/4/2019;11:53:26;;Thawed by MTS on 09/04/19;1;Cells;17;7/23/2018;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100556A;;DMR;0;4;J;3;3;;0;100556;;;;;;;These are MM134 that overexpress WNT3A made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT3A;7/13/2018;drao;;100091;SQZ100091;;;5;5;17;;7/23/2018;07:44:36;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100557A;;DMR;0;4;J;3;4;;0;100557;;;;;;;These are MM134 that overexpress WNT3A made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT3A;7/13/2018;drao;;100091;SQZ100091;;;5;5;17;;7/23/2018;07:44:36;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100558A;;DMR;0;4;J;3;5;;0;100558;;;;;;;These are MM134 that overexpress WNT3A made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT3A;7/13/2018;drao;;100091;SQZ100091;;;5;5;17;;7/23/2018;07:44:36;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100559A;;DMR;0;4;J;3;6;;0;100559;;;;;;;These are MM134 that overexpress WNT3A made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT3A;7/13/2018;drao;;100091;SQZ100091;;;5;5;17;;7/23/2018;07:44:36;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100560A;;DMR;0;4;J;3;7;;0;100560;;;;;;;These are MM134 that overexpress WNT3A made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT4;7/13/2018;drao;;100092;SQZ100092;;;5;5;17;;7/23/2018;07:54:42;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100561A;;DMR;0;4;J;3;8;;0;100561;;;;;;;These are MM134 that overexpress WNT4 made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT4;7/13/2018;drao;;100092;SQZ100092;;;5;5;17;;7/23/2018;07:54:42;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100562A;;DMR;0;4;J;3;9;;0;100562;;;;;;;These are MM134 that overexpress WNT4 made by RF and frozen back by DMR. Blasticidin is used for selection.
MM134-WNT4;7/13/2018;drao;;100092;SQZ100092;;;5;5;17;;7/23/2018;07:54:42;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;17;7/23/2018;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100563A;;DMR;0;4;J;4;1;;0;100563;;;;;;;These are MM134 that overexpress WNT4 made by RF and frozen back by DMR. Blasticidin is used for selection.
