Cell Line;Collection Date;Created By Name;Experiment #;Freezerworks ID;Globally Unique Sample ID;Lab Member;Notes;Number of Aliquots Total;Number of Aliquots with Positions;Passage Number;Result;Sample Creation Date;Sample Creation Time;Sample Modification Date;Sample Modification Time;Sample Modified By;Sample Type;Source;Subject ID;Total Current Amount;Aliquot Modification Date;Aliquot Modification Time;Aliquot Modified By;Aliquot Notes;Aliquot Number;Aliquot Type;Aliquot/SubA Passage#;Aliquots Creation Date;Current Amount;Disposition;Freezer Alias;Freezer Name;Freezer Section;Globally Unique Aliquot ID;Initial Amount;Lab Member (sub-aliquots);Parent Aliquot ID;Position 1;Position 2;Position 3;Position 4;Position 5;Thaws;Unique Aliquot ID;Transaction Activity;Transaction Creation Date;Transaction Date;Transaction Notes;Transaction Time;Transaction User Name;Sample Notes
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;11/5/2018;13:43:30;;Checked out by EKB on 11.01.18. ***Cells did not thaw well***;7;Cells;17;10/6/2017;;Used;;;;SQZ100313A;;RF;0;;;;;;0;100313;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;11/1/2018;16:07:30;;Checked out by RF on 10-22-18.;8;Cells;17;10/6/2017;;Used;;;;SQZ100314A;;RF;0;;;;;;0;100314;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;10/22/2018;08:34:17;;Checked out by RF on 9-10-18.;9;Cells;17;10/6/2017;;Used;;;;SQZ100315A;;RF;0;;;;;;0;100315;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HCC1428;10/5/2017;drao;;100060;SQZ100060;;;18;9;17;;10/6/2017;08:54:36;;;;;UPMC/MJS;;0;10/22/2018;08:33:54;;Checked out by DMR on 6/4/18.;10;Cells;17;10/6/2017;;Used;;;;SQZ100316A;;RF;0;;;;;;0;100316;;;;;;;Fibrosarcoma cell line, high expression of WNT4, brought from Pittsburgh by Dr. Sikora
HT1080 A11;10/11/2017;drao;;100061;SQZ100061;;;6;6;22;;10/17/2017;09:06:24;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;1;Cells;22;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100317A;;RF;0;4;I;4;7;;0;100317;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;10/11/2017;drao;;100061;SQZ100061;;;6;6;22;;10/17/2017;09:06:24;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;2;Cells;22;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100318A;;RF;0;4;I;4;8;;0;100318;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;10/11/2017;drao;;100061;SQZ100061;;;6;6;22;;10/17/2017;09:06:24;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;3;Cells;22;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100319A;;RF;0;4;I;4;9;;0;100319;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;10/11/2017;drao;;100061;SQZ100061;;;6;6;22;;10/17/2017;09:06:24;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;4;Cells;22;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100320A;;RF;0;4;I;5;1;;0;100320;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;10/11/2017;drao;;100061;SQZ100061;;;6;6;22;;10/17/2017;09:06:24;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;5;Cells;22;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100321A;;RF;0;4;I;5;2;;0;100321;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080 A11;10/11/2017;drao;;100061;SQZ100061;;;6;6;22;;10/17/2017;09:06:24;;;;;Virshup/Singapore;;0;00/00/00;00:00:00;;;6;Cells;22;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100322A;;RF;0;4;I;5;3;;0;100322;;;;;;;For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080+WNT4;10/11/2017;drao;;100062;SQZ100062;;;6;6;7;;10/17/2017;09:09:59;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100323A;;RF;0;4;I;5;4;;0;100323;;;;;;;Stable HT1080 cell lines expressing WNT4. From DMR-005.
HT1080+WNT4;10/11/2017;drao;;100062;SQZ100062;;;6;6;7;;10/17/2017;09:09:59;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100324A;;RF;0;4;I;5;5;;0;100324;;;;;;;Stable HT1080 cell lines expressing WNT4. From DMR-005.
HT1080+WNT4;10/11/2017;drao;;100062;SQZ100062;;;6;6;7;;10/17/2017;09:09:59;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100325A;;RF;0;4;I;5;6;;0;100325;;;;;;;Stable HT1080 cell lines expressing WNT4. From DMR-005.
HT1080+WNT4;10/11/2017;drao;;100062;SQZ100062;;;6;6;7;;10/17/2017;09:09:59;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100326A;;RF;0;4;I;5;7;;0;100326;;;;;;;Stable HT1080 cell lines expressing WNT4. From DMR-005.
HT1080+WNT4;10/11/2017;drao;;100062;SQZ100062;;;6;6;7;;10/17/2017;09:09:59;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100327A;;RF;0;4;I;5;8;;0;100327;;;;;;;Stable HT1080 cell lines expressing WNT4. From DMR-005.
HT1080+WNT4;10/11/2017;drao;;100062;SQZ100062;;;6;6;7;;10/17/2017;09:09:59;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;6;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100328A;;RF;0;4;I;5;9;;0;100328;;;;;;;Stable HT1080 cell lines expressing WNT4. From DMR-005.
HT1080+WNT3A;10/11/2017;drao;;100063;SQZ100063;;;6;6;7;;10/17/2017;09:11:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100329A;;RF;0;4;I;6;1;;0;100329;;;;;;;Stable HT1080 cell line expressing WNT3A. From DMR-005.
HT1080+WNT3A;10/11/2017;drao;;100063;SQZ100063;;;6;6;7;;10/17/2017;09:11:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100330A;;RF;0;4;I;6;2;;0;100330;;;;;;;Stable HT1080 cell line expressing WNT3A. From DMR-005.
HT1080+WNT3A;10/11/2017;drao;;100063;SQZ100063;;;6;6;7;;10/17/2017;09:11:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100331A;;RF;0;4;I;6;3;;0;100331;;;;;;;Stable HT1080 cell line expressing WNT3A. From DMR-005.
HT1080+WNT3A;10/11/2017;drao;;100063;SQZ100063;;;6;6;7;;10/17/2017;09:11:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100332A;;RF;0;4;I;6;4;;0;100332;;;;;;;Stable HT1080 cell line expressing WNT3A. From DMR-005.
HT1080+WNT3A;10/11/2017;drao;;100063;SQZ100063;;;6;6;7;;10/17/2017;09:11:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100333A;;RF;0;4;I;6;5;;0;100333;;;;;;;Stable HT1080 cell line expressing WNT3A. From DMR-005.
HT1080+WNT3A;10/11/2017;drao;;100063;SQZ100063;;;6;6;7;;10/17/2017;09:11:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;6;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100334A;;RF;0;4;I;6;6;;0;100334;;;;;;;Stable HT1080 cell line expressing WNT3A. From DMR-005.
HT1080-A11+WNT4;10/11/2017;drao;;100064;SQZ100064;;;6;5;7;;10/17/2017;09:12:58;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100335A;;RF;0;4;I;6;7;;0;100335;;;;;;;Stable HT1080-A11 (PORCN KO) cell line expressing WNT4. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/11/2017;drao;;100064;SQZ100064;;;6;5;7;;10/17/2017;09:12:58;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100336A;;RF;0;4;I;6;8;;0;100336;;;;;;;Stable HT1080-A11 (PORCN KO) cell line expressing WNT4. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/11/2017;drao;;100064;SQZ100064;;;6;5;7;;10/17/2017;09:12:58;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100337A;;RF;0;4;I;6;9;;0;100337;;;;;;;Stable HT1080-A11 (PORCN KO) cell line expressing WNT4. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/11/2017;drao;;100064;SQZ100064;;;6;5;7;;10/17/2017;09:12:58;;;;;Sikora Lab;;0;4/11/2019;16:03:44;;;4;Cells;7;10/17/2017;;Used;;;;SQZ100338A;;RF;0;;;;;;0;100338;;;;;;;Stable HT1080-A11 (PORCN KO) cell line expressing WNT4. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/11/2017;drao;;100064;SQZ100064;;;6;5;7;;10/17/2017;09:12:58;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100339A;;RF;0;4;I;7;2;;0;100339;;;;;;;Stable HT1080-A11 (PORCN KO) cell line expressing WNT4. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11+WNT4;10/11/2017;drao;;100064;SQZ100064;;;6;5;7;;10/17/2017;09:12:58;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;6;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100340A;;RF;0;4;I;7;3;;0;100340;;;;;;;Stable HT1080-A11 (PORCN KO) cell line expressing WNT4. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/11/2017;drao;;100065;SQZ100065;;;6;6;7;;10/17/2017;09:14:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100341A;;RF;0;4;I;7;4;;0;100341;;;;;;;HT1080 A11 (PORCN KO) stable cell line expressing WNT3A. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/11/2017;drao;;100065;SQZ100065;;;6;6;7;;10/17/2017;09:14:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100342A;;RF;0;4;I;7;5;;0;100342;;;;;;;HT1080 A11 (PORCN KO) stable cell line expressing WNT3A. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/11/2017;drao;;100065;SQZ100065;;;6;6;7;;10/17/2017;09:14:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100343A;;RF;0;4;I;7;6;;0;100343;;;;;;;HT1080 A11 (PORCN KO) stable cell line expressing WNT3A. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/11/2017;drao;;100065;SQZ100065;;;6;6;7;;10/17/2017;09:14:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;4;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100344A;;RF;0;4;I;7;7;;0;100344;;;;;;;HT1080 A11 (PORCN KO) stable cell line expressing WNT3A. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/11/2017;drao;;100065;SQZ100065;;;6;6;7;;10/17/2017;09:14:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;5;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100345A;;RF;0;4;I;7;8;;0;100345;;;;;;;HT1080 A11 (PORCN KO) stable cell line expressing WNT3A. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
HT1080-A11-WNT3A;10/11/2017;drao;;100065;SQZ100065;;;6;6;7;;10/17/2017;09:14:08;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;6;Cells;7;10/17/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100346A;;RF;0;4;I;7;9;;0;100346;;;;;;;HT1080 A11 (PORCN KO) stable cell line expressing WNT3A. From DMR-005. For publication (Rao et al, 2018), these cells are reffered to as PKO (PORCN knock-out). We recieved two cell lines from the Virshup lab that have PORCN knocked out, A11 and C10. A11 were used as they had the least amount of autonomous WNT activity (as measured by DVL2/3).
MCF-7 AM-1;10/27/2017;drao;;100066;SQZ100066;;;3;2;48;;11/14/2017;09:41:45;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100347A;;RMY;0;4;I;8;1;;0;100347;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-1;10/27/2017;drao;;100066;SQZ100066;;;3;2;48;;11/14/2017;09:41:45;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100348A;;RMY;0;4;I;8;2;;0;100348;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-1;10/27/2017;drao;;100066;SQZ100066;;;3;2;48;;11/14/2017;09:41:45;;;;;Sikora Lab;;0;1/2/2018;00:00:00;;Thawed by RF to check viability. Cells were fine and an aliquote was frozen to replace it (11/16/17 P49).;3;Cells;48;11/14/2017;;Checked Out;;;;SQZ100349A;;RMY;0;;;;;;0;100349;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-4;10/27/2017;drao;;100067;SQZ100067;;;3;3;48;;11/14/2017;09:43:18;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100350A;;RMY;0;4;I;8;4;;0;100350;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-4;10/27/2017;drao;;100067;SQZ100067;;;3;3;48;;11/14/2017;09:43:18;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100351A;;RMY;0;4;I;8;5;;0;100351;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-4;10/27/2017;drao;;100067;SQZ100067;;;3;3;48;;11/14/2017;09:43:18;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100352A;;RMY;0;4;I;8;6;;0;100352;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-8;10/27/2017;drao;;100068;SQZ100068;;;3;3;48;;11/14/2017;10:06:15;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100353A;;RMY;0;4;I;8;7;;0;100353;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-8;10/27/2017;drao;;100068;SQZ100068;;;3;3;48;;11/14/2017;10:06:15;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100354A;;RMY;0;4;I;8;8;;0;100354;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-8;10/27/2017;drao;;100068;SQZ100068;;;3;3;48;;11/14/2017;10:06:15;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;48;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100355A;;RMY;0;4;I;8;9;;0;100355;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-1;11/6/2017;drao;;100069;SQZ100069;;;3;3;50;;11/14/2017;10:07:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;50;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100356A;;RMY;0;4;I;9;1;;0;100356;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-1;11/6/2017;drao;;100069;SQZ100069;;;3;3;50;;11/14/2017;10:07:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;50;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100357A;;RMY;0;4;I;9;2;;0;100357;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-1;11/6/2017;drao;;100069;SQZ100069;;;3;3;50;;11/14/2017;10:07:20;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;50;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100358A;;RMY;0;4;I;9;3;;0;100358;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-4;11/6/2017;drao;;100070;SQZ100070;;;3;3;51;;11/14/2017;10:09:22;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;51;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100359A;;RMY;0;4;I;9;4;;0;100359;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-4;11/6/2017;drao;;100070;SQZ100070;;;3;3;51;;11/14/2017;10:09:22;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;51;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100360A;;RMY;0;4;I;9;5;;0;100360;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-4;11/6/2017;drao;;100070;SQZ100070;;;3;3;51;;11/14/2017;10:09:22;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;51;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100361A;;RMY;0;4;I;9;6;;0;100361;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-8;11/6/2017;drao;;100071;SQZ100071;;;3;3;50;;11/14/2017;10:10:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;1;Cells;50;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100362A;;RMY;0;4;I;9;7;;0;100362;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-8;11/6/2017;drao;;100071;SQZ100071;;;3;3;50;;11/14/2017;10:10:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;2;Cells;50;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100363A;;RMY;0;4;I;9;8;;0;100363;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MCF-7 AM-8;11/6/2017;drao;;100071;SQZ100071;;;3;3;50;;11/14/2017;10:10:01;;;;;Sikora Lab;;0;00/00/00;00:00:00;;;3;Cells;50;11/14/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100364A;;RMY;0;4;I;9;9;;0;100364;;;;;;;RF and RMY created MCF-7 cell lines that express various forms of EREs from plasmids obatined from Active Motif (AM).
MDA MB 330 (MM330);4/11/2017;admin;;100037;SQZ100037;Matt Sikora;;10;7;p+5;;4/12/2017;15:33:09;;;;;ATCC;;0;4/29/2019;17:51:18;;Thawed by EKB on 03/28/19;6;Cells;p+7;12/22/2017;;Used;;;;SQZ100365A;;Matt;100201;;;;;;0;100365;;;;;;;Obtained directly from ATCC (no passage number assigned).
MDA MB 330 (MM330);4/11/2017;admin;;100037;SQZ100037;Matt Sikora;;10;7;p+5;;4/12/2017;15:33:09;;;;;ATCC;;0;00/00/00;00:00:00;;;7;Cells;p+7;12/22/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100366A;;Matt;100201;4;J;1;2;;0;100366;;;;;;;Obtained directly from ATCC (no passage number assigned).
MDA MB 330 (MM330);4/11/2017;admin;;100037;SQZ100037;Matt Sikora;;10;7;p+5;;4/12/2017;15:33:09;;;;;ATCC;;0;00/00/00;00:00:00;;;8;Cells;p+7;12/22/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100367A;;Matt;100201;4;J;1;3;;0;100367;;;;;;;Obtained directly from ATCC (no passage number assigned).
MDA MB 330 (MM330);4/11/2017;admin;;100037;SQZ100037;Matt Sikora;;10;7;p+5;;4/12/2017;15:33:09;;;;;ATCC;;0;00/00/00;00:00:00;;;9;Cells;p+7;12/22/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100368A;;Matt;100201;4;J;1;4;;0;100368;;;;;;;Obtained directly from ATCC (no passage number assigned).
T47D;12/19/2017;admin;;100072;SQZ100072;Matt Sikora;;8;4;p+7;;12/22/2017;09:40:58;;;;;ATCC;;0;00/00/00;00:00:00;;;1;Cells;p+7;12/22/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100369A;;Matt;0;4;J;1;5;;0;100369;;;;;;;Obtain from Sartorius Lab (freeze from Lynsey Fettig), who got from Jacobsen/ATCC.
T47D;12/19/2017;admin;;100072;SQZ100072;Matt Sikora;;8;4;p+7;;12/22/2017;09:40:58;;;;;ATCC;;0;7/20/2022;18:13:26;;Checked out by MTS 7.20.22;2;Cells;p+7;12/22/2017;;Checked Out;;Sikora LN2 #1;LN2 Canes;SQZ100370A;;Matt;0;4;J;1;6;;0;100370;;;;;;;Obtain from Sartorius Lab (freeze from Lynsey Fettig), who got from Jacobsen/ATCC.
T47D;12/19/2017;admin;;100072;SQZ100072;Matt Sikora;;8;4;p+7;;12/22/2017;09:40:58;;;;;ATCC;;0;00/00/00;00:00:00;;;3;Cells;p+7;12/22/2017;;In Storage;;Sikora LN2 #1;LN2 Canes;SQZ100371A;;Matt;0;4;J;1;7;;0;100371;;;;;;;Obtain from Sartorius Lab (freeze from Lynsey Fettig), who got from Jacobsen/ATCC.
